true, predicted, text
1,0,Horrible experience!!! A large group of us went to toby's to watch the UFC fight. After about 2 1/2 hours and $200 the manager told us there was a 90 minute limit. The main event was just about to begin and we offered to buy more food so that we could stay. The manager was extremely rude| refused to let us stay and even cursed at us.There were several empty tables so we knew we weren't making other patrons wait.  We were never informed of the 90 minute limit.  The manager clearly doesn't care about his customers. Do yourself a favor and go to a restaurant that will appreciate your business.
1,0,Ridiculous wait time. Chompies desperately needs some new management and oversight. After being seated you wait| and wait....and wait......and wait. Then the sub par food comes out. And you wait....and wait....and wait. You wait so long you regret ever stepping foot into this place. Anything would have been better than spending half your morning in this dump. Anything. The food is below average. The wait times are absolutely ridiculous and the food is slightly over priced. If this is what you look for when grabbing something to eat then Chompies is right up your alley. I will never come back here.
1,0,Service takes forever!!! ------Either you need to be dishing out awesome tips to get attention or need to be a hot piece to get a bartender's attention. Just sayin' ------Live bands and dancing is amazing!
1,3,The little blurb when you select your star pretty much sums it up...Meh. I've experienced better. ------While the place is usually packed at breakfast time| the service is blah and the food is a bit pricey considering it's just IHOP. The healthy choices are limited and like I said...meh....whatever.
3,0,On our way to a stroll around Freedom Park| we realized that we were hungry for lunch.  Armed with a plethora of restaurant.com gift certificates| Quips was a convenient choice.------The first thing you notice is that the place is basically an upscale sandwich shop. (think Subway| Quizno's| et al).  The guy behind the counter was fabulous.  He told us about the menu| and we decided on the roast beef (#1 Clever) and turkey (#2 Witty).------Both were served on ciabatta bread| and both were pretty good.  I guess if I had an issue| it would be in the pricing.  In a world of $5 foot-longs| I'm just not sure if I liked the fare 50-60% more.
3,0,Very good sandwiches| I have tried the turkey on pretzel bread and the roast beef on cibatta.  Good location| easy to get to off of Park  Ave.  There is a free parking deck out back and metered parking on South Blvd.  Outdoor seating is in the shade and the place was very clean and friendly.  Free WiFi is always a plus. Only 4 stars because it is a little pricey; sandwiches are between $7 & $8 and come with either a drink OR chips (other sides available)| so expect to pay $10.  Right now there are specials here on Yelp and also at Restaurant.com.  If I could have given 4 1/2 I would have. I would like to try breakfast but they don't open till 8am and i'm already at work.  Not many people in there when I went and I would like to see the place take off because I really liked it; the sandwiches are that good.
3,0,Food is always good and Mark| the general manager| and his crew are always attentive and courteous. They always have creative lunch specials and yummy homemade desserts too.
3,1,If I could eat at O-Ku for breakfast| lunch| and dinner I would be a very happy person. Oh. My. Goodness... best sushi I've had in Charlotte.------Ambiance and Atmosphere: Very trendy| a little dark| definitely a good date night or girls night out spot------Food: I ordered the spicy tuna crunch roll... delicious! The roll was pretty large and I would have been totally full if I had ordered 2 rolls. I also tried some of the mermaid roll (my friend ordered it) and another spicy tuna variation and both were delicious!------When to go: Mondays and Wednesday from 5:00-7:00pm (I think) are happy hour which includes half-price rolls. I recommend making a reservation if you want to avoid a wait during happy hour. ------Service: Zachary was our service and he was excellent the whole night. He was extremely friendly and checked in regularly to refill water and take more drink orders. ------Parking: They offer free valet parking| but I did not take advantage of this (I should have because the parking lot in Atherton where O-Ku is location does not have a lot of spots nearby). ------I will definitely be back!
3,1,Five stars all around| if u could give more I certainly would. ---First| the Valet guy was extremely nice and not only did he move cars but he held doors open and was funny and polite. ---Second| The ambiance is so nice| loud| and dark| it makes it comfy and a cute place for a date. I would just say| not a recommended child friendly restaurant; just because the place is tight and too loud and fast.---Third| the host was nice and pointed us to the bar right away because the house was full| but the bar did not disappoint. ---Fourth| menu is large and safe to say the mermaid roll was delicious| the seaweed salad was nice sized and yummy and the spicy edamame was addicting| the bar tender also hooked us up with some nice sushi| unfortunately I forgot what it was called.---Last but not least| the service was great| my drink remained full and my seaweed salad took a while to come out and they paid for it while also giving us some great sushi to try. Mark the bartender was extremely helpful| sweet and I would come back just for him! 10/10!! So happy it's in the neighborhood.
3,1,First time and I was not disappointed. Amazing customer service| the food was amazing| fancy but casual; I would absolutely come back no doubt about it! The interior of the place is modern| with bits of nature which ties in all together. Can't wait to go back!
3,1,First of all! $1 Oysters? ---Amazing food quality and overall ambience| the servers were not pushy| extremely attentive| and always showed up at the right moments------We ordered a dozen oysters| the pulpo appetizer| chicken pot pie| and bread pudding to share between two people and could barely stand up by the end of the meal. It was a perfect mixture of gourmet and comfort food and we thought the prices were decent. Personally| would recommand the pulpo and the oysters (they are from PEI)------Will definitely return next time to try the burgers and the braised ribs (as suggested by our waitress)
3,0,Pearl of the Orient in Rocky River is| to me| the best Chinese in Cleveland. I have been eating here since 1992 and I continue to love it! The Yuen Baos (wonton wrappers stuffed with cream cheese| crab and shrimp| then deep fried) are heavenly!! This visit we had the mu shu medley| house noodles| string beans in garlic sauce and orange chicken. All delicious!! The owners| George and Lily| are top notch as well. I love the Pearl. It is often voted one of Cleveland's best Chinese restaurants and I can definitely see why. I can't wait to return.
3,0,Pearl of the orient serves great food. You must try the sushi boxes! I really enjoyed my time| atmosphere made it feel very warm and inviting. ---Ps the owners are super sweet
3,1,FOOD POISONING PROBABLE ---The service was great| but TWICE now the spicy tuna roll was not edible. When I told the server AGAIN the tuna was bad| she asked if I could come in on a Friday because that's when the fish is delivered...apparently they know it's inedible by Monday but still serve it. The owner never came out to address the issue and I was charged for the roll. Very disappointing and I fear for others. The last time I let the server know she still served a gentleman down the bar from me the same roll. Maybe the board of health needs to check into this .---To George: the server said your delivery day is Friday. She's very sweet and I appreciate her honesty. I wanted what I ordered| not a substitute due to the tuna being spoiled.
3,0,Review for sushi only.------Apparently| Pearl of the Orient has been serving sushi for several years. I don't eat much Chinese food (none| really) so I had no knowledge of this until my hair stylist mentioned it one day.------I went in on a Friday evening at 6pm-ish and sat at the bar. I ordered 2 sushi rolls (rainbow roll and spicy tuna roll) and they were prepared and in front of me immediately as the sushi chef wasn't busy. I devoured it like it was my last meal. I ordered a third roll (a Philly roll| I think) and it was in front of me in less than 2 minutes. The bartender| who was very attentive| suggested that it's hit or miss as to whether the sushi chef is really busy or not and whether you get your sushi quickly. ------I had zero complaints about the sushi. It wasn't gigantic| which is neither here nor there for me. I don't think giant pieces of sushi equals quality or deliciousness. My only comment was that the sushi seemed kind of warm and soft and fell apart somewhat easily (as opposed to cool and tightly packed| I guess). ------Now that I'm writing about sushi| I want it| so I'm sure I'll be returning soon. There aren't many (any?) options for sushi in Lakewood/Rocky River so I'll certainly check it out again soon.
3,0,I absolutely love this restaurant for the consistently delicious food. The ambiance is a little "vanilla" and borderline boring but the food and service definitely make up for it. Tonight we ate the spring rolls with homemade peanut sauce and the arugula salad with pumpkin seeds to start. Main course consisted of Ping Gai (my hubbie's fave) and steak frites with blue cheese sauce. An eclectic menu for a wide variety of tastes. This is a "go to" restaurant for us.
3,0,The Queen Mother seems to have been around forever... and given that it's outlasted its namesake (there was a time when it seemed she was immortal)| it's nearly iconic in Toronto.  The Ping Gai is excellent.  It's all I ever have.  I have no idea what the other food is like.  I really don't care.------The cocktails are above average.  Certainly they know how to mix a Manhattan| though I've often found their Gin and Tonics flat and too weak for my tastes.  ------I've been served by the same person the last three visits and she's absolutely charming.  Most attentive and almost seems to care that you enjoy your experience.
3,1,This was a delicious experience. I got the cannelloni| green salad| earl grey tea and banana chocolate cake. My friend got one of their popular chicken dishes with a huge serving of chicken considering the price and quality. Our service was great| although there was constant bickering and tension amongst the staff throughout our meal that made the atmosphere slightly uncomfortable. One of the staff members| who wasn't our server| was pretty rude to us. We think he was the owner| but we're not certain. However| the constant atmosphere provided by the big comfy booths| local art| candles and low lighting made this a good experience. It was a bit of a pain that they didn't have debit| but that seems to be a constant issue in many restaurants these days.
3,0,My wife and I just happen to stumble upon this place and man it was great! Family owned business and they make you feel at home. I had their white rice and beans with the fried plantains| my wife had their chicken. The meat just fell right off the bone. Bring your appetite because the portions are heavy! She loved it! I live in Gilbert and now we're regulars at FrinGos kitchen.
3,0,Maybe because it was NYE but workers were friendly. It's connected to a convenience store that also has a few slots and a gas station too. There's a lot of cars going in and out of the parking lot.------In general I think Jack In The Box is decent but this location was slightly disappointing because the fries were not warm and soft when I received it...they were room temperature and kind of crunchy.
3,1,We know very little about German food...but we do know we really enjoyed our meal last night with friends who are very particular about what they eat...we were not rushed..the server| Kathy H. was very patient in explaining the menu| and the owner stopped by the table to be sure we were satisified...I happily recommend this place..it's casual| friendly and the food is realllly good.
3,1,*** I felt lucky to stumble upon that one. ***------The place was much nicer than the exterior would lead us to believe. The waiter seemed to be a bit uneasy| but was very nice. And I liked the Bollywood songs that were playing ^_^.---The food itself was awesome. Everything was tasty. The sauces with that dry bread| the chicken I had| the rice| the naan| the desert... Oh and the mango juice mixed with yogurt ? Yup| tasty again. ---Nothing seemed  ------It wasn't perfect| but I can definitely say that this experience was way above average for me. Everybody should go there once| see if they like it.
3,0,This local bar started out as just a place to hang out and have a drink with great friends and great staff....now that they have a kitchen and an amazing chef| it is becoming a hot spot and is the best kept secret in Montreal.  Great food| great wine list| their signature cocktails are quite special....everything at Les Incorruptibles is special and deserves to be discovered.
3,0,So I popped in here hoping for a fresh sandwich. I've had a latte here in the past and it stood out as better than any Starbucks or Second Cup could ever hope to achieve. Tonight I had a sandwich| a custard tart and another tasty latte. I sat in the cafe area to write a bit and eat. Can I just tell you: every effing bite was so on point it's ridiculous. The sandwich was perfect| the custard tart divine and the latte..... Every sip hit the spot. This is the best meal I've had out in way longer than I can remember. Everyone is super friendly| too. I just found my new local!
3,0,Just the thought of my last visit on Saturday night with my gf makes my mouth water. Great food| great company and affordable. I don't crave pizza often| but visiting Vincinos reminds why I should!! I think I may order some take out this eve.
3,1,Great little hole in the wall. Food was great but nothing fancy.  Its home cooking at its finest.  If your looking for something exotic and fancy this really isnt the place. Decor is nothing special but the staff and local patrons were very friendly.
3,0,The day I went in there| the guy did not really have too much of a variety.  Maybe he was waiting for stuff from SA.  Regardless| ho hum experience.  Nice owner| though.  Very friendly and polite.
3,0,Cozy place| lovely sushi| friendly stuff and very good value for money. ---I too recommend the Dragon Roll (Tempura shrimp hand roll topping with flying fish roe|  personally prefer with cucumber instead of avocado) and Soft shell Crab Roll they are two of my favorites!---They used to  offer sesame ice cream mochi which is excellent| don't know if they still do that.
3,0,Just found this place and my coworkers and I have officially placed it into our weekly rotation.  The owner is awesome.  He is so passionate about his food and its authenticity.  As soon as we sat down| he brought out homemade chips with 3 different kinds of salsa - including a very spicy habanero (my favorite by far).  He then brought out some kind of soup with lentils and barley| which was great.------The menu is very simple| which is ALWAYS a good sign.  Food was perfect. The atmosphere is so authentic| I kept having to remind myself that I WASN'T in Cancun on vacation.
3,0,Clean| quirky hole-in-the-wall mexican restaurant.  Definitely authentic (they serve Menudo on weekends).  Reminds me of those great little Burrito places where you can get a bite to eat at 3am after drinking. ------Oh wait| you can do that here too!  Whoohoo! =)------Carne Asada tacos + rice + refried beans = great alternative to drive-thru after partying all night.  Everything is made to order.  They boast having the bigges burrito in Las Vegas.  The pictures look convincing.
3,0,Great place. Owners are incredibly kind and personable. They have a ps4 if you're into that. And overall good vibes. ------Btw Watermelon and mint is a good combination.
3,0,We walked in with two bottles of wine and the owner's wife greeted us very warmly and told us how smart we were. The food on the menu is very reasonably priced with enough variety. We ordered veal goulash| schnitzel| and cordon bleu| and she recommended the vegetable soup so we got that as well. The owner came over to talk to us and he was very personable and interesting. The food was very delicious and the atmosphere was like being invited to a friend's house. The violin playing by the owner was very good in Roma gypsy style. We will definitely come back when we come back to Montreal.
3,1,Its pretty cheap italian food. $20 bucks for a 3 course meal which is good.  quality..not so much.  There was a romaine heart in my cesar salad which is a no-no...also| got more of the inner| light green part of the romaine.  the cesar dressing was a bit overpowering.  The lasagne was average..nothing outstanding at all.  ------HOWEVER| the service was very good.  Waiter was funny and the staff was all friendly and accomodating.
3,0,Nice atmosphere| courteous waitstaff| and most importantly| very tasty. Price was great| too: two dinners| two appetizers and a soda for under $60. I'd go back in a heartbeat.
3,1,Ate here while staying at the LVH for work. (Dined here twice)------I had a coupon deal for a free Sake with a meal.------Sushi was good| I had the Salmon and Spicy Tuna Rolls. Not bad| server were really friendly and dress in japanese attire.------Place is located in a cool asian atmosphere| dim lighted| bridge| water fall| and koi pond. Plus every hr there is a firecracker light shows with sound that goes off.------I'll be back if i'm ever stay at the LVH again.
3,0,Another classic in Bolton| and perhaps the last of the original Courtyards establishments still running?  Cheeks is burgers| it's what they do best.  Although the menu is full of everything from sandwiches to pastas and meats| it's the burger you want when you come here.  Hand made and high quality they've been doing it the same way since I was a kid.  Bruno and the team are personable and make you feel welcome| and extra credit from me for having the Wellington on tap.
3,0,This is my favorite hungry howie's location. Because of their $5 large 1 topping pizza| it definitely makes it the one with the best deals. They're always friendly when I go in there and if you're a regular they remember you. I recommend this place to anyone in Tempe even if they don't drive to you.
3,0,Was absolutely wonderful. It is a small place but even if you have to wait .... It's well worth it. Their selection of AYCE is way better than a lot of the places around here and you can substitute soybean paper.... The garlic edamame was amazing and every roll was fantastic. I like it because they don't overload the rolls with rice and you can order half rolls!!  Definitely recommended!!!
3,0,Well finally a place that reminds me of my country!!! Street TACOS!!!! Had a family member that lives around the corner from the place that told me and the wifey about it. ---Great place to go eat late at night| made fresh to order right in front of your FACE! We ordered a Carne asada burrito| AWESOME!! Asada Quesadilla HUGE and yummy!! And a couple of Asada and chicken tacos| great taste. ---Only thing is that i wish they had more of a meat variety. But all in all this place ROCKS!!!! ---Going there tonight again with the Wifey for some good ASS tacos!!!!------If you love Authentic Street tacos this place is for you| Go ahead and give it a try!!!---$1 tacos| cant beat that!!------By the way bring cash| dont think they have a credit card machine!| LOL
3,1,First time here last Friday for late drinks and food. We had a reservation for 8| our table wasn't ready (lingering group of people who just wouldn't leave...) but the staff handled it really well. They made a make shift seating area for our group and comped us some drinks while we muched on the pad thai fries. Various wait staff (and manager?) apologized for the delay and our server kept checking in with us. Eventually the group that had overstayed their welcome left and we got our table. I really have to thank the staff for treating us so nicely. Most places would just say "tough luck| it's a Friday". Food was on the spicy side| but there are a few less spicy options.
3,0,I really enjoyed this place. The workers were all friendly and very sociable. We came in around 10pm. Sat down and was looking at the menu. It was very long and printed on computer paper(5+pages and stapled together) so there were a few stains. So many choices we felt lost. So a worker came and sat by us and gave us a few recommendations. ------The food was good but the drinks we ordered were super sweet. I got the peach tea boba. It was probably one of the sweetest boba drinks I ever had. I was only able to drink half. ------Location is great. Right across of CSN.
3,0,I've been going to Laredos ever since I moved to Madison| I call it my favorite restaurant in Madison| pretty big statement huh?  However| I am contemplating this now| I absolutely LOVE the service| maybe cause most of them know my name because I have been their countless times| But lately the prices have gone up and the last time I think I ordered the enchiladas and they were just average| I suggest going for dinner and ordering the steak jalisco| it's usally delicious and they are usually consistent with the food.  I'll have to try it soon to be sure but definitely go to the West Side on Whitney Way| the East Side Laredos is just NOT THE SAME!
3,0,went straight to the bar. food was awesome. the bartender on duty was amazing! his name is matt. even though they were extremely busy| he found time to make jokes and had us laughing practically the entire time. i recommend coming here around brunch time cause the atmosphere is def a good one
3,0,This is a great restaurant to go with your friends. The food is made to order while you watch and is simply delicious (The fresh spices growing at each table) is a nice touch. The open atmosphere makes it a really fun experience and the only reason not to give 5 stars is that it's usually too crowded.
3,0,Very cool place. The owner was super friendly and served our drinks quickly considering he was the only one there.------Cheap decor and furniture| the usual hipster-ish kind of set up I'm seeing a lot of lately.------Great booze selection and love the large menu clearly indicating what you can order and how much it costs. (Some  bars fail miserably at this). I liked the sound of the "whineing pomegranate" drink| although I wasn't up for trying it at 7pm on a Tuesday night. Maybe next time!------Hope the chef gets back from vacation soon so I can return to sample some food.
3,0,Thanx Yelpers for helping me find this place!!---Best oysters ever.  ---Super good crab cakes---The best oysters rockefeller ---The mussels were just "okay"| though---But everything else was SO good and most importantly the oysters in an oyster bar were so good that 5 stars all the way.---Plus| super big bonus for giving me a free bloody mary oyster shooter!!---Really good bloody mary too.
3,0,Great little spot for a fast weekend breakfast or workday lunch. Very friendly| accommodating and eager to please. And the place is spotless.------The menu situation can be confusing. They seem to have more dishes on offer that you would think -- be sure to ask about specials. I'd recommend a specials board that they can change daily in addition to the chalkboard menu behind the counter. ------One little ambience minus: Radio tuned to a Top-40 station is a little intrusive especially when there are commercials. Proprietors should consider hooking up an iPod instead and lowering the volume a little.
3,0,Don't drive or walk to this restaurant. RUN!!!------Why? The food here is so good and  the servings so large| you need to burn off calories before consumption because you certainly won't be able to move after eating.------Enough has been said about the food. It's was TERRIFIC!
3,0,Just your typical Chinese takeout restaurant. Nothing to special. I ordered the General Tso and it was better than most but just average still. The egg roll wasn't burnt like most places so that was good. The price was right for the quality of food and the owner (I'm assuming) was nice. The only thing I would suggest to the owner is to work on the inside decor. There was a supply rack right beside the front register where you order.
3,0,This place is actually really good!------Went here once with my girlfriend awhile back.  We both mistakenly ordered two of the scrambles that were on the specials menu.  We were not impressed at all..  I'm glad we gave it a second chance..------We ordered two items and split them.  ------The first was the French Toast.  It was delicious!  There was nothing simple about this dish.  It is dipped in a banana cream batter.  And topped with fried bananas.  If you don't like bananas| avoid this.  They put the maple syrup on prior to serving| which is fine because it would just make the french toast soggy.  The banana batter helps to keep the french toast from being dry.  ------We also ordered the fried chicken benedict.  This was great as well.  It's a little messy| but every ingredient was good.  I did not see anything spectacular about the fried part of the chicken.  Not much seasoning in the batter.  But the chicken itself was moist and flavorful.  I would prefer other egg options than just scrambled in this dish.------Overall| the food we ordered was great!  And surprisingly| we ate most of these large portions.  The service was also good for us.  ------We will definitely go back to try other dishes!
3,1,Was really looking forward to eating here but left disappointed.   Server| Victor| was great but avoid any scrambled egg combinations.  Sent back twice because they were cold.  On the positive side| biscuits were flaky and delicious and the shredded corned beef  tasty. I will try the famous french toast next time.
3,1,Delicious food| great little place off the 51 (good place to stop off on the way home). I actually ate with the early birds at 5:00pm and so the waitress seemed preoccupied with the regulars (which was fine--I got everything I needed without being constantly pestered with questions and such).------The waitress has a personality to herself---quite funny (and greatly dislikes highways)| and has a bit of an accent but that just shows the authenticity of the place.------For a meal| I had the veggie egg rolls and Mongolian beef---both of which were good (not the greatest but far from the worst). For the price| it's hard to beat.------Highly recommended!!
3,0,After reading the reviews and then stopping by for the seafood po'boy| I can confirm how wonderful this place is. As most reviewers have noted: the food is made to order| which is slow but fresh and worth the wait. Another selling point was the conversation and general friendliness that the owner provided. One last thing; the po'boy was $18 but worth every cent. You could feed 3 people with that monster of a sandwich. If you're in the neighborhood| take the time to stop in. You won't find too many places like this anymore.
3,1,This was the location for a Bridal Shower I attended. The service was great! Our waiter even split the check...what? 25 different ways - that was awesome! The space they put us in was cozy and well lit. My food tasted great! I had their Brie| Marinated Artichoke| and Smoked Salmon (yes| I actually ordered fish!) Bruschetta; each had it's own flavor and textures and I liked them all| although I liked the Brie best.------It was an interesting venue for a Bridal Shower| at times I think our group was a little too loud for the surrounding tables| and when the bride-to-be started opening her gifts...well| it's a family restaurant so I think everyone was a little embarrassed bystanders and invitees/gift-givers alike.------Next time I come I will order an entire meal| this place was great.
3,1,The best sushi in Charlotte| the best I have ever had| and it is not close.------I have been going to NZ Cafe for 5 years or more and it is great every ... single ...time.  I have tried many of the rools| but live the tuna avocado and spicy tuna rolls.  I go with soy paper over seaweed and that's easily done here.  Service is great and prices are CHEAP!  ------I was a giant fan of Ru San in Dilworth for years.  Then Ru San picked up a poor score on the sanitary scale and that was the end of it for me.  NZ is always at "A"| kinda critical for a sushi place (with a C| sushi becomes bait).
3,0,Service was fanatic. This the reason for my two stars.  This place is run by Chinese and the quality of the fish isn't all that great.  I would only recommend if you're looking for deep fried stuff like tempura etc.  I wouldn't come back again personally
3,0,LOVE| LOVE| LOVE this place!  My new healthy obsession in  Summerlin! I found this place by accident a month ago and now I am a weekly regular.  The staff is on the young side| but I have found them to be friendly and helpful when asked.  I really like the Berry Good and the Body Builder. After reading reviews| I am also anxious to try different items.  The decor and atmosphere are clean and welcoming.  You should try this place or you are missing out!
3,0,The food here is pretty good| little pricy. Definitely a guy's place though. Could hardly look at my practically nude waitress| wouldn't bring the kids here.
3,0,Had a philly crepe and a apple cheesecake crepe and we took them to go. We split each of the crepes and shared them and it was a perfect amount (as the crepes are of VERY good size). Delicious!!! Plus the owners are super friendly. I will definitely be going back. It's a gem of a place :)
3,0,Anytime I take friends here they are pleased.  My favorite is their quiche that comes with a side salad.  The seating can get tight but there always ends up being room to sit.
3,0,It's truly amazing this fine restaurant presides in the middle of chaos at Circus Circus.  This is like a diamond in the rough or like an island. Just outside are noisy kids and the proletariat.  Walking in here is such a refreshing experience.  You are treated by a classy waiter who knows how to treat a patron paying big bucks for a great steak.  The steak tastes amazing. It's probably the best I ever had and I eat a lot of steak.  I look forward to coming here again even though it's so hard to park at the circus circus hotel and casino.
3,0,So we have passed by this spot for what seems forever| finally decided to give it a go. Very clean| friendly| and muy Bueno! Had the champurrado just like my nana's! Delicious! Menudo which I very rarely eat any menudo other than my mother's but I had a craving... very good!!! I can't wait to come back tomorrow and try the breakfast!!
3,1,Now| this is my type of place. Edinburgh... you are getting to look all the same. The 'inspired British food' (cough) is no longer cutting it and every new bar that opens up looks a lot like the last new bar that opened up. ------Yellow Bench doesn't. They have promised that there is| indeed| a Yellow Bench to be on display at some point... ------Where else can I get an authentic Polish meal where you know the recipes come from a homemade Polish Mom kitchen. There were amazing weird little salads and perogies and delicious potato pancakes and I was just happy as a clam. ------The best part is... it's not horribly expensive| it feels homey and the food is not 'constructed' it's a MEAL. It's made with love and fresh ingredients and if the waitress had shouted into the back to ask if they had a replacement ingredient... the chef would have come out and given us a random selection of whatever they had because it's small| and it's quaint and it's Polish-ish still. ------Yelp. Sometimes| not often| but sometimes| you fuck places up. Do not ruin this place for me. I will murder you in your sleep (that is a mock threat Yelp Legal Team). ------see here: http://www.youtube.com/watch?v=QEdXhH97Z7E------This place is adorable and home-like and friendly and delicious and I love it and I want to bring everyone I like here and no one I don't like.
3,1,We have gone here for years. Food tonight was very poor. Service was good. Environment very old and dated. Unfortunately went when it was still light. Server cleaned our table| but it still was sticky.---Food: "signature guacamole" was very small and "blah". Beans tasted as if they were right out of the can| rice was very old and totally cold! Very sad! It used to be very good to excellent.
3,0,Great food and friendly atmosphere. I've been here several times (my office is around the corner) and have never been disappointed. If you're looking for a quick tasty lunch| this is the place. My only gripe is that checkout takes a while during lunch rush.
3,0,Not a single bad word to say. Came for brunch and was told there'd be a short wait - at which point we were given coffee and a tour of the downstairs/learned about the family-style dinners.------Brunch was OUTSTANDING. Seriously| it is not just your average "egg and sweets" type of menu. Each option was unique with flavors and locally sourced. And DOUGHNUT HOLES. An entire menu.------Totally worth the visit. A great neighborhood spot with great service.
3,0,I wanted to try a new place downtown Phoenix and read some reviews and heard nothing but great things. I went on a cloudy night and probably about an hour before they closed. Not knowing what to expect I was asked if I wanted to sit outside or inside. I chose for outside since it was nice and cloudy outside. They had lights strung above the patio tied between the trees and lawn Wooden chairs. I order a darker beer and thought it was great but the waiter said he had a better beer if I loved the one I was drinking and brought me a free sample of another.  I had a great time and loved the open seating outside
3,0,A neat concept nice crust but nothing special. I had their olivani.  Lots on it but a bland pizza with a nice crust. It wasn't bad but it wasn't memorable. It looked great the sauce was nice but it lacked taste impact. Can't say I'd go back. If your a pizza snob this place won't cut it.------We received a reply back made another visit. These people go to the nth degree to make their customers happy. Happy to return second time around pizza was very good. Sauce is great.
3,1,Excellent authentic South Indian food| both for Indians and non-Indians.------It has a good list of North Indian food as well for those who want it| but obviously South Indian food is their specialty!------The restaurant is clean and people are courteous. One common thing I see though is that the staff is slow to respond. I have ended up waiting for around 10 minutes before my order was taken (after I was seated) . I have faced the same problem when I asked for the check as well. However| the food was delivered pretty soon after we ordered it.------Food portions are plenty and it is good value for money| especially the afternoon lunch buffet.------Overall| I would say that this place is excellent and i would highly recommend it to anyone who wants to try authentic South Indian vegetarian food!
3,0,Lovely place the space is large and nice. The washrooms in the place are good no complain clean nice and good. The food is the best of all the things . kofta kabab was amazing cheap and beat kabab I tried around this area. I have already been here two days in a raw the people working are very friendly and nice.
3,1,This place was excellent! It was very| very busy| but they got us to a table quickly. Our waiter (despite the noise and crowd| there were a lot of people there) was incredible. So attentive and accommodating. Warm and relaxed ambience. Beautifully decorated. It's not cheap but it is reasonable and it's well worth the quality of food and service you receive. Love this place
3,0,I eat here with and without the wife at least once a week. The restaurant is owned and operated by a greek family who is always friendly. The food is fantastic and as authentic as can be! The portions are large and filling. I have never had a bad meal and take my out of town guests here all the time. Every time any of them visits me they always ask to come back here!
3,0,I love Alberto's. Every dish I have had there has been amazing: the caesar salad (especially the dressing) is great| the pizza is fantastic and authentic (the prosciutto pizza is especially tasty)| and the gorgonzola gnocchi might be the best thing I have had at any restaurant. Ever. Also you are always greeted personally by Alberto who is a continual source of great stories. If I lived anywhere close to Cave Creek I would be there every day.
3,0,This is a nice inviting place. The setting is charming and it's a perfect date spot. Although I came here with my buddies| we didn't mind this intimate place one bit. The Pork and Duck Pate is quite amazing. Last time I had a great pate like this was in Paris so I'm glad I found this place which I'll be returning very soon again.  Servers here know their wines. I'm not a wine connoisseur by any means and although we drank beer this evening| our server did a great job in wine pairing recommendations.  If you're into Seafood| try the Santa Barbara Mussels. The sauce is terrific.
3,0,This review is for the grilled cheese only - haven't had the pleasure of buying/eating the many cheeses here. I had the grilled cheese with gouda with walnuts and date jam. The bread was excellent (better than papiqueso IMHO) and the flavors were perfectly balanced between the salty/sweet components of the sandwich. The owner was friendly and helpful. I would definitely come here again.
3,0,I've never been more torn about a review in my life.---I ordered the Margherita pizza and it looked BEAUTIFUL! it's super fresh too| it's just.... ---It needs some seasoning it's kind of bland| also when you pick it up the toppings slide off the pizza.---I bet it will taste perfect once I put it in the oven and eat it later.---Which is kind of sad.---I'll order one more time from here| the delivery guy was nice. ---The $6 delivery charge is bogus though.....
3,0,This place is the best! Their lunch special is very generous and only around $5-6! I have never ordered anything from there that I didn't like and it has become my coworkers and I's favourite lunch place. Lunch special between 11-1pm| it is perfect.
3,0,Good ramen is hard to come by in Phoenix. I heard about this place from one of my coworkers and thought I'd give it a try. I ordered the Republic Ramen| which was pretty decent. Spicy and plenty of stuff in it. The workers were super friendly and I'm excited to try something new next time. I recommend if you like ramen.
3,0,Excellent service and the French toast with berries was literally the best I have ever had.
3,1,The decor if this restaurant is pretty chilled so it's be a good place to hangout with friends or maybe a casual date (if you don't mind showing your eating face along with some sauce on your face) Tried their Mac Daddy which was a hotdog with Mac and cheese on top sprinkled with bacon bits. Tasty| but if the Mac and cheese was hotter then it would have made the hot dog better. ------If you check in on Yelp you get free fries! That was a nice surprise. The waitress was really nice and service speed was decent. ------My friend ordered the katsu dog (large you add 0.99) in total with tips came to about $22. ------Will come back when I'm craving for good quality Hotdogs.
3,0,We stopped here almost by accident and I'm glad we did!  We stopped at the UPS store before heading back to the airport.  We thought maybe we should eat at this pizza place so we don't have to pay through the nose for airport lameness.------I ordered a pre-made slice of some pizza that had tomatoes on it| and I kept saying to myself| "wow| surprisingly this is really good pizza".  Everyone else at the table felt the same.  The atmosphere is clean and nice.  They have a TV playing sports and one of those fancy touch screen soda fountains.  The restroom was way nicer than similar restaurants and actually clean.  The employees were nice too.------We go to Vegas 2 or more times a year on business| and have our normal places to go... we are definitely adding Joe's to our list!
3,0,We had a pleasant experience here! A huge part of that was due in fact to our wonderful server Lisa. She really made us feel comfortable and we certainly enjoyed our meal and time there. I wouldn't expect any less of Mandalay Bay.------Bayside is slightly lower in price but the same vegas buffet staples are still there like crab legs which unfortunately were not warm and split open like other buffets prepare them. A bummer for my husband since he prefers them that way but a huge relief for me- I could ease my stresses of him from digging into this high cholesterol indulgence. ------Note: A wonderful alternative to the busy buffets along the main area of the strip- we were seated right away.
3,0,Two stars for clean and friedly but they'll have to step it up at least a notch. Cold rice (and not lentils & rice either)| Iceberg lettuce salad and altogether pretty mediocre.---Friendly| cheap & clean but also bland and boring.  I hope they get it together
